0,0,17330,133.179,0,230.512,0,0,230.59,17334,teaMachine
0,0,17330,133.179,0,230.512,0,0,230.59,17334,teaMachine
0,0,17330,141.026,0,235.504,0,0,230.65,17334,teaMachine
0,0,17330,141.026,0,235.504,0,0,230.65,17334,teaMachine
0,0,17330,142.064,0,234.423,0,0,230.67,17334,teaMachine
0,0,17330,142.064,0,234.423,0,0,230.67,17334,teaMachine
0,0,17330,140.849,0,232.764,0,0,230.36,17334,teaMachine
0,0,17330,140.849,0,232.764,0,0,230.36,17334,teaMachine
0,0,17330,140.84,0,234.408,0,0,230.34,17334,teaMachine
0,0,17330,140.84,0,234.408,0,0,230.34,17334,teaMachine
0,0,17330,141.613,0,234.388,0,0,230.32,17334,teaMachine
0,0,17330,141.613,0,234.388,0,0,230.32,17334,teaMachine
0,0,17330,140.585,0,238.695,0,0,230.5,17334,teaMachine
0,0,17330,140.585,0,238.695,0,0,230.5,17334,teaMachine
0,0,17330,140.533,0,234.287,0,0,230.44,17334,teaMachine
0,0,17330,140.533,0,234.287,0,0,230.44,17334,teaMachine
0,0,17330,140.388,0,235.934,0,0,230.61,17334,teaMachine
0,0,17330,140.388,0,235.934,0,0,230.61,17334,teaMachine
0,0,17330,146.892,0,235.992,0,0,230.59,17334,teaMachine
0,0,17330,146.892,0,235.992,0,0,230.59,17334,teaMachine
0,0,17330,139.503,0,233.059,0,0,230.59,17334,teaMachine
0,0,17330,139.503,0,233.059,0,0,230.59,17334,teaMachine
0,0,17330,139.958,0,234.167,0,0,230.73,17334,teaMachine
0,0,17330,139.958,0,234.167,0,0,230.73,17334,teaMachine
0,0,17330,140.865,0,232.989,0,0,230.94,17334,teaMachine
0,0,17330,140.865,0,232.989,0,0,230.94,17334,teaMachine
0,0,17330,139.591,0,233.032,0,0,230.92,17334,teaMachine
0,0,17330,139.591,0,233.032,0,0,230.92,17334,teaMachine
0,0,17330,139.545,0,232.991,0,0,230.79,17334,teaMachine
0,0,17330,139.545,0,232.991,0,0,230.79,17334,teaMachine
0,0,17330,133.295,0,234.959,0,0,230.65,17334,teaMachine
0,0,17330,133.295,0,234.959,0,0,230.65,17334,teaMachine
0,0,17330,138.623,0,233.881,0,0,230.79,17334,teaMachine
0,0,17330,138.623,0,233.881,0,0,230.79,17334,teaMachine
0,0,17330,139.832,0,234.091,0,0,230.61,17334,teaMachine
0,0,17330,139.832,0,234.091,0,0,230.61,17334,teaMachine
0,0,17330,139.683,0,235.572,0,0,230.48,17334,teaMachine
0,0,17330,139.683,0,235.572,0,0,230.48,17334,teaMachine
0,0,17370,133.581,0,230.341,0,0,231.02,17370,coffeeMachine
0,0,17370,133.581,0,230.341,0,0,231.02,17370,coffeeMachine
0,0,17370,139.967,0,231.004,0,0,231.11,17370,coffeeMachine
0,0,17370,139.967,0,231.004,0,0,231.11,17370,coffeeMachine
0,0,17370,141.107,0,232.964,0,0,231.33,17371,coffeeMachine
0,0,17370,141.107,0,232.964,0,0,231.33,17371,coffeeMachine
0,0,17370,141.134,0,232.873,0,0,231.33,17371,coffeeMachine
0,0,17370,141.134,0,232.873,0,0,231.33,17371,coffeeMachine
0,0,17370,141.32,0,235.414,0,0,231.08,17371,coffeeMachine
0,0,17370,141.32,0,235.414,0,0,231.08,17371,coffeeMachine
